THEP.PA	Thermador Groupe SA	76.00			2.76%
TKO.PA	Tikehau Capital	17.12			4.67%
TNG.PA	Transgene SA	0.81			0%
TRI.PA	Trigano SA	151.80			0%
TTE.PA	TotalEnergies SE	75.70			4.49%
UBI.PA	Ubisoft Entertainment SA	5.55			0%
URW.PA	Unibail-Rodamco-Westfield	103.00			0%
VAC.PA	Pierre et Vacances SA	1.88			0%
VANTI.PA	Vantiva SA	0.09			0%
VCT.PA	Vicat SA	64.00			3.12%
VETO.PA	Vetoquinol SA	70.60			1.32%
VIE.PA	Veolia Environnement S.A.	34.05			4.41%
VIL.PA	Viel et Compagnie SA	18.80			2.87%
VIRI.PA	Viridien	85.75			0%
VIRP.PA	Virbac SA	329.00			0.44%
VIV.PA	Vivendi	1.67			2.39%
VK.PA	Vallourec SA	18.20			0%
VLA.PA	Valneva SE	2.89			0%
VLTSA.PA	Voltalia SA	6.81			0%
VMX.PA	Verimatrix SA	0.37			0%
VRLA.PA	Verallia	19.46			5.14%
VU.PA	Vusion	130.10			0.69%
WAGA.PA	Waga Energy SA	23.30			0%
WAVE.PA	Wavestone SA	33.75			1.48%
WLN.PA	Worldline SA	12.50			0%
XFAB.PA	X Fab Silicon Foundries EV	6.05			0%
